#time_of_image,time_of_closest_position_estimate,time_dist,filename,x,y
1584457678.0300,1584457677.9900,0.0400,kodak_01632.jpg,-0.2072,0.0341
1584457678.2200,1584457678.1300,0.0900,kodak_01633.jpg,-0.2072,0.0341
1584457678.4200,1584457678.4600,0.0400,kodak_01634.jpg,-0.2072,0.0341
1584457678.6200,1584457678.6300,0.0100,kodak_01635.jpg,-0.2072,0.0341
1584457678.8200,1584457678.8800,0.0600,kodak_01636.jpg,-0.2072,0.0341
1584457679.0300,1584457679.0200,0.0100,kodak_01637.jpg,-0.2072,0.0341
1584457679.2200,1584457679.2300,0.0100,kodak_01638.jpg,-0.2072,0.0341
1584457679.4300,1584457679.4300,0.0000,kodak_01639.jpg,-0.2072,0.0341
1584457679.6300,1584457679.5800,0.0500,kodak_01640.jpg,-0.2072,0.0341
1584457679.8300,1584457679.7700,0.0600,kodak_01641.jpg,-0.2072,0.0341
1584457680.0300,1584457680.0900,0.0600,kodak_01642.jpg,-0.2072,0.0341
1584457680.2300,1584457680.2200,0.0100,kodak_01643.jpg,-0.2072,0.0341
1584457680.4300,1584457680.4200,0.0100,kodak_01644.jpg,-0.2072,0.0341
1584457680.6300,1584457680.6400,0.0100,kodak_01645.jpg,-0.2072,0.0341
1584457680.8300,1584457680.8700,0.0400,kodak_01646.jpg,-0.2072,0.0341
1584457681.0300,1584457680.9900,0.0400,kodak_01647.jpg,-0.2072,0.0341
1584457681.2300,1584457681.1800,0.0500,kodak_01648.jpg,-0.2072,0.0341
1584457681.4300,1584457681.3700,0.0600,kodak_01649.jpg,-0.2072,0.0341
1584457681.6300,1584457681.5700,0.0600,kodak_01650.jpg,-0.2072,0.0341
1584457681.8300,1584457681.8200,0.0100,kodak_01651.jpg,-0.2072,0.0341
1584457682.0300,1584457682.0100,0.0200,kodak_01652.jpg,-0.2072,0.0341
1584457682.2300,1584457682.2100,0.0200,kodak_01653.jpg,-0.2072,0.0341
1584457682.4300,1584457682.4400,0.0100,kodak_01654.jpg,-0.2072,0.0341
1584457682.6400,1584457682.5900,0.0500,kodak_01655.jpg,-0.2072,0.0341
1584457682.8300,1584457682.7800,0.0500,kodak_01656.jpg,-0.2072,0.0341
1584457683.0300,1584457682.9700,0.0600,kodak_01657.jpg,-0.2072,0.0341
1584457683.2300,1584457683.2900,0.0600,kodak_01658.jpg,-0.2072,0.0341
1584457683.4400,1584457683.4200,0.0200,kodak_01659.jpg,-0.2072,0.0341
1584457683.6300,1584457683.6100,0.0200,kodak_01660.jpg,-0.2072,0.0341
1584457683.8300,1584457683.8000,0.0300,kodak_01661.jpg,-0.2072,0.0341
1584457684.0400,1584457684.0600,0.0200,kodak_01662.jpg,-0.2072,0.0341
1584457684.2300,1584457684.2100,0.0200,kodak_01663.jpg,-0.2072,0.0341
1584457684.4400,1584457684.3900,0.0500,kodak_01664.jpg,-0.2072,0.0341
1584457684.6300,1584457684.5700,0.0600,kodak_01665.jpg,-0.2072,0.0341
1584457684.8300,1584457684.8900,0.0600,kodak_01666.jpg,-0.2072,0.0341
1584457685.0300,1584457685.0200,0.0100,kodak_01667.jpg,-0.2072,0.0341
1584457685.2300,1584457685.2100,0.0200,kodak_01668.jpg,-0.2072,0.0341
1584457685.4300,1584457685.4300,0.0000,kodak_01669.jpg,-0.2072,0.0341
1584457685.6300,1584457685.6500,0.0200,kodak_01670.jpg,-0.2072,0.0341
1584457685.8300,1584457685.8100,0.0200,kodak_01671.jpg,-0.2072,0.0341
1584457686.0300,1584457685.9800,0.0500,kodak_01672.jpg,-0.2072,0.0341
1584457686.2300,1584457686.1800,0.0500,kodak_01673.jpg,-0.2072,0.0341
1584457686.4300,1584457686.4900,0.0600,kodak_01674.jpg,-0.2072,0.0341
1584457686.6300,1584457686.6100,0.0200,kodak_01675.jpg,-0.2072,0.0341
1584457686.8400,1584457686.8900,0.0500,kodak_01676.jpg,-0.2072,0.0341
1584457687.0300,1584457687.0000,0.0300,kodak_01677.jpg,-0.2072,0.0341
1584457687.2300,1584457687.2600,0.0300,kodak_01678.jpg,-0.2072,0.0341
1584457687.4400,1584457687.3800,0.0600,kodak_01679.jpg,-0.2072,0.0341
1584457687.6400,1584457687.5900,0.0500,kodak_01680.jpg,-0.2072,0.0341
1584457687.8400,1584457687.8900,0.0500,kodak_01681.jpg,-0.2072,0.0341
1584457688.0400,1584457688.1000,0.0600,kodak_01682.jpg,-0.2072,0.0341
1584457688.2300,1584457688.1800,0.0500,kodak_01683.jpg,-0.2072,0.0341
1584457688.4400,1584457688.4400,0.0000,kodak_01684.jpg,-0.2072,0.0341
1584457688.6300,1584457688.6600,0.0300,kodak_01685.jpg,-0.2072,0.0341
1584457688.8400,1584457688.8500,0.0100,kodak_01686.jpg,-0.2072,0.0341
1584457689.0400,1584457688.9800,0.0600,kodak_01687.jpg,-0.2072,0.0341
1584457689.2400,1584457689.3000,0.0600,kodak_01688.jpg,-0.2072,0.0341
1584457689.4300,1584457689.4900,0.0600,kodak_01689.jpg,-0.2072,0.0341
1584457689.6400,1584457689.6800,0.0400,kodak_01690.jpg,-0.2070,0.0341
1584457689.8400,1584457689.8800,0.0400,kodak_01691.jpg,-0.2024,0.0331
1584457690.0400,1584457690.0100,0.0300,kodak_01692.jpg,-0.2002,0.0329
1584457690.2500,1584457690.2700,0.0200,kodak_01693.jpg,-0.1928,0.0314
1584457690.4400,1584457690.4800,0.0400,kodak_01694.jpg,-0.1837,0.0294
1584457690.6500,1584457690.7100,0.0600,kodak_01695.jpg,-0.1672,0.0261
1584457690.8500,1584457690.7900,0.0600,kodak_01696.jpg,-0.1607,0.0250
1584457691.0400,1584457691.1000,0.0600,kodak_01697.jpg,-0.1387,0.0224
1584457691.2400,1584457691.1900,0.0500,kodak_01698.jpg,-0.1308,0.0208
1584457691.4400,1584457691.4800,0.0400,kodak_01699.jpg,-0.1065,0.0187
1584457691.6400,1584457691.6700,0.0300,kodak_01700.jpg,-0.0902,0.0150
1584457691.8400,1584457691.8200,0.0200,kodak_01701.jpg,-0.0822,0.0133
1584457692.0400,1584457692.0600,0.0200,kodak_01702.jpg,-0.0557,0.0120
1584457692.2400,1584457692.2000,0.0400,kodak_01703.jpg,-0.0483,0.0100
1584457692.4400,1584457692.3700,0.0700,kodak_01704.jpg,-0.0330,0.0012
1584457692.6400,1584457692.6300,0.0100,kodak_01705.jpg,-0.0128,0.0034
1584457692.8400,1584457692.8800,0.0400,kodak_01706.jpg,0.0199,0.0061
1584457693.0400,1584457693.0800,0.0400,kodak_01707.jpg,0.0243,0.0030
1584457693.2400,1584457693.2100,0.0300,kodak_01708.jpg,0.0306,0.0013
1584457693.4400,1584457693.4600,0.0200,kodak_01709.jpg,0.0533,-0.0071
1584457693.6400,1584457693.6500,0.0100,kodak_01710.jpg,0.0686,-0.0095
1584457693.8500,1584457693.8500,0.0000,kodak_01711.jpg,0.0846,-0.0143
1584457694.0400,1584457694.1000,0.0600,kodak_01712.jpg,0.0991,-0.0166
1584457694.2400,1584457694.2900,0.0500,kodak_01713.jpg,0.1158,-0.0201
1584457694.4400,1584457694.4900,0.0500,kodak_01714.jpg,0.1312,-0.0215
1584457694.6400,1584457694.6800,0.0400,kodak_01715.jpg,0.1478,-0.0247
1584457694.8400,1584457694.8100,0.0300,kodak_01716.jpg,0.1555,-0.0274
1584457695.0500,1584457695.0600,0.0100,kodak_01717.jpg,0.1781,-0.0304
